CustomerID,Name,Gender,Age,Region,Occupation,Income,Customer_Segment,Join_Date
CUST0031,Linda Sanchez,Female,69,West,Trader,44726,Retail,05/23/2022
CUST0032,Emily Lopez,Female,44,West,Retired,34200,Private,04/30/2022
CUST0033,Samuel Brown,Male,43,East,Retired,48644,Retail,02/23/2017
CUST0034,James Moore,Female,26,West,Trader,93018,Corporate,10/20/2017
CUST0035,Chloe Robinson,Male,46,North,Teacher,190955,Private,05/17/2024
CUST0036,John Williams,Male,28,West,Doctor,146185,Retail,09/11/2024
CUST0037,Daniel Lewis,Male,28,West,Teacher,122346,Corporate,05/23/2025
CUST0038,Olivia Sanchez,Female,36,West,Student,165691,Private,01/21/2023
CUST0039,Jessica Jones,Male,36,South,Teacher,171828,Private,01/29/2021
CUST0040,Jane White,Female,21,North,Banker,144987,Private,04/23/2025
CUST0041,Chloe Taylor,Male,21,North,Retired,68712,Retail,09/03/2021
CUST0042,Michael Perez,Male,43,North,Banker,84543,Private,09/01/2021
CUST0043,Jane Martin,Male,44,East,Engineer,73545,Private,01/12/2023
CUST0044,William Davis,Female,43,South,Student,189214,Corporate,02/16/2020
CUST0045,William Robinson,Male,18,West,Banker,167585,Retail,10/28/2015
CUST0046,Ashley Miller,Female,26,East,Teacher,84037,Corporate,03/13/2018
CUST0047,Mary Anderson,Female,57,North,Student,165385,Corporate,06/13/2025
CUST0048,Grace Brown,Male,34,North,Teacher,165024,Retail,01/20/2018
CUST0049,Jennifer Martin,Male,63,East,Trader,186261,Corporate,09/01/2020
CUST0050,Jessica Rodriguez,Male,23,West,Retired,92530,Retail,01/15/2015
CUST0051,William Harris,Male,58,East,Trader,135824,Private,11/30/2022
CUST0052,Emily Moore,Male,25,North,Student,59073,Private,05/28/2015
CUST0053,Christopher Lopez,Male,45,South,Teacher,100808,Corporate,01/30/2025
CUST0054,Ava Sanchez,Male,75,East,Trader,198799,Retail,06/24/2022
CUST0055,Sarah Lopez,Female,57,South,Trader,62598,Retail,11/19/2024
CUST0056,Emily Smith,Male,65,East,Retired,127928,Private,09/09/2024
CUST0057,Sophia Sanchez,Male,35,South,Retired,48336,Corporate,10/12/2024
CUST0058,Jane Ramirez,Female,32,South,Retired,140665,Corporate,06/04/2018
CUST0059,Christopher Sanchez,Male,32,North,Student,70627,Corporate,09/06/2018
CUST0060,Robert Ramirez,Male,67,East,Engineer,188160,Private,06/26/2019
CUST0061,Grace Clark,Female,19,North,Engineer,66810,Private,10/17/2025
CUST0062,Robert Johnson,Male,56,West,Engineer,102228,Corporate,10/19/2021
CUST0063,Andrew Brown,Female,75,South,Engineer,31635,Private,11/22/2019
CUST0064,John Taylor,Male,41,West,Teacher,194125,Corporate,12/27/2021
CUST0065,William Perez,Male,64,East,Banker,101077,Private,07/31/2019
CUST0066,William Gonzalez,Female,53,South,Trader,130217,Private,07/18/2025
CUST0067,Daniel Perez,Male,57,East,Doctor,163638,Retail,05/29/2018
CUST0068,Jennifer Miller,Female,68,East,Doctor,135811,Corporate,07/30/2022
CUST0069,James Taylor,Female,68,South,Student,42228,Corporate,10/12/2020
CUST0070,Grace Lee,Female,23,South,Student,101374,Retail,01/17/2024
CUST0071,James Jones,Male,20,South,Doctor,180241,Retail,02/09/2020
CUST0072,Emily Lewis,Male,63,West,Doctor,124766,Retail,08/27/2016
CUST0073,Samuel Thompson,Male,75,North,Retired,131449,Retail,12/21/2016
CUST0074,Olivia Thompson,Female,21,South,Retired,51813,Corporate,06/30/2016
CUST0075,Olivia Anderson,Female,66,West,Banker,152324,Corporate,04/25/2024
CUST0076,Ava Moore,Female,75,South,Student,144433,Corporate,11/27/2017
CUST0077,Thomas Davis,Female,67,West,Student,82716,Corporate,12/07/2019
CUST0078,Michael Thompson,Female,33,East,Engineer,103809,Private,11/27/2015
CUST0079,David Jones,Male,42,South,Student,76086,Retail,08/27/2019
CUST0080,Emily Hernandez,Female,44,North,Trader,130138,Corporate,02/23/2025
CUST0081,Thomas Jackson,Male,72,West,Doctor,21545,Corporate,05/08/2018
CUST0082,Thomas Gonzalez,Female,52,South,Doctor,77520,Corporate,11/21/2019
CUST0083,Jessica Smith,Female,39,West,Student,63265,Corporate,04/24/2025
CUST0084,David Martin,Male,43,North,Teacher,188492,Corporate,07/09/2016
CUST0085,Chloe Anderson,Male,21,East,Doctor,105813,Retail,02/06/2020
CUST0086,William Hernandez,Female,35,West,Engineer,41471,Corporate,03/21/2015
CUST0087,Sophia Moore,Male,40,South,Student,37987,Private,06/14/2015
CUST0088,Thomas Smith,Male,30,North,Banker,59946,Retail,06/01/2016
CUST0089,Jessica Perez,Male,54,South,Doctor,87172,Corporate,11/18/2016
CUST0090,Amanda Martin,Male,67,South,Engineer,48337,Private,04/16/2015
CUST0091,Ava Martinez,Female,43,South,Teacher,175214,Private,04/25/2024
CUST0092,Samuel Davis,Male,62,East,Retired,199374,Private,01/13/2024
CUST0093,Sarah Sanchez,Male,40,West,Student,117142,Retail,09/03/2020
CUST0094,Samuel Hernandez,Male,72,West,Retired,148503,Retail,11/11/2019
CUST0095,Elizabeth Lee,Female,63,South,Doctor,66173,Private,11/07/2020
CUST0096,Samuel Rodriguez,Female,47,West,Retired,175313,Corporate,08/13/2018
CUST0097,Chloe Davis,Male,35,West,Trader,141820,Private,11/04/2021
CUST0098,Grace Gonzalez,Female,19,West,Retired,105200,Retail,06/20/2020
CUST0099,James Lopez,Female,39,East,Banker,92422,Private,02/11/2015
CUST0100,Andrew Miller,Male,33,West,Doctor,165536,Retail,09/29/2022
CUST0101,Jessica Lee,Female,46,North,Teacher,97132,Retail,07/15/2019
CUST0102,Charles Davis,Female,60,East,Doctor,165089,Private,11/09/2018
CUST0103,Emily White,Female,40,West,Engineer,100379,Corporate,08/02/2017
CUST0104,Sarah White,Male,38,North,Student,160473,Private,01/28/2017
CUST0105,James Miller,Female,35,East,Teacher,70886,Corporate,07/20/2017
CUST0106,Elizabeth Garcia,Female,18,South,Engineer,31931,Retail,03/16/2021
CUST0107,Jennifer Thompson,Male,58,West,Teacher,23215,Private,03/10/2018
CUST0108,Jessica Thomas,Female,39,South,Teacher,86185,Corporate,04/12/2016
CUST0109,Christopher Williams,Female,49,North,Banker,185005,Private,08/08/2015
CUST0110,David Jones,Female,23,South,Teacher,166295,Corporate,10/19/2021
CUST0111,Amanda Sanchez,Male,67,West,Doctor,136056,Corporate,08/24/2024
CUST0112,Joseph Wilson,Female,54,North,Banker,46013,Retail,01/06/2022
CUST0113,James Rodriguez,Male,28,South,Trader,164701,Retail,10/03/2016
CUST0114,John Wilson,Female,62,West,Engineer,28556,Retail,03/26/2018
CUST0115,Charles Martinez,Female,22,South,Engineer,183855,Private,06/01/2022
CUST0116,Olivia Robinson,Male,45,North,Banker,78932,Private,09/02/2016
CUST0117,Ava Rodriguez,Male,22,North,Trader,100638,Private,05/26/2023
CUST0118,Christopher Jackson,Female,46,North,Doctor,99715,Private,07/07/2019
CUST0119,Robert Taylor,Female,46,North,Banker,30449,Corporate,03/28/2023
CUST0120,William Martin,Female,19,North,Trader,196763,Private,08/01/2021
CUST0121,John Harris,Female,54,North,Retired,65925,Corporate,10/26/2020
CUST0122,Samuel Anderson,Female,29,West,Student,148902,Retail,04/09/2020
CUST0123,Elizabeth Wilson,Female,38,North,Retired,62159,Corporate,08/14/2019
CUST0124,Charles Thomas,Female,60,West,Retired,164204,Retail,02/06/2020
CUST0125,Michael Hernandez,Female,38,North,Retired,125952,Private,04/01/2024
CUST0126,John Perez,Female,44,North,Trader,155905,Corporate,12/25/2021
CUST0127,Thomas Thomas,Female,66,North,Trader,90007,Private,06/20/2016
CUST0128,Ava Martinez,Female,74,West,Teacher,27567,Private,10/29/2021
CUST0129,Olivia Davis,Male,37,North,Banker,126952,Retail,07/09/2017
CUST0130,Christopher Robinson,Male,47,North,Student,60362,Corporate,06/17/2025
CUST0131,Charles Martinez,Female,44,West,Doctor,83892,Corporate,03/07/2021
CUST0132,David Gonzalez,Male,56,South,Retired,38300,Corporate,08/31/2023
CUST0133,Olivia Ramirez,Female,39,East,Retired,20672,Corporate,02/21/2023
CUST0134,Jennifer Clark,Female,73,South,Doctor,161185,Corporate,11/14/2018
CUST0135,William Moore,Female,47,East,Retired,69454,Private,09/05/2017
CUST0136,Joseph Gonzalez,Male,72,West,Teacher,103408,Private,04/21/2020
CUST0137,Charles Robinson,Female,42,South,Doctor,29704,Retail,08/19/2020
CUST0138,Joseph Hernandez,Male,73,West,Teacher,157874,Corporate,03/04/2015
CUST0139,Sophia Jones,Female,73,South,Teacher,143074,Corporate,10/18/2018
CUST0140,Amanda Thompson,Female,59,North,Retired,106131,Private,08/20/2024
CUST0141,Ashley Gonzalez,Female,58,West,Retired,161824,Retail,12/04/2021
CUST0142,Michael Davis,Female,32,North,Doctor,45806,Private,11/23/2022
CUST0143,Chloe Brown,Female,28,East,Teacher,32056,Corporate,12/06/2023
CUST0144,Jane Martinez,Female,41,West,Trader,84014,Private,08/15/2019
CUST0145,Joseph Perez,Male,28,South,Teacher,179774,Corporate,12/13/2021
CUST0146,Grace Davis,Female,55,South,Trader,140887,Private,11/06/2017
CUST0147,Matthew Rodriguez,Male,75,West,Engineer,197631,Private,10/09/2016
CUST0148,Michael Anderson,Female,55,East,Student,131230,Private,10/21/2017
CUST0149,Matthew Ramirez,Female,30,West,Retired,146670,Retail,08/29/2017
CUST0150,Daniel Jackson,Female,54,East,Student,97392,Retail,12/19/2025
CUST0151,Christopher Perez,Female,35,North,Banker,199778,Private,12/01/2025
CUST0152,Jane Robinson,Female,71,East,Retired,80324,Private,12/29/2023
CUST0153,Elizabeth Davis,Male,57,East,Student,192800,Private,05/26/2024
CUST0154,David Lee,Male,75,North,Engineer,135559,Retail,07/01/2021
CUST0155,Elizabeth White,Male,23,East,Engineer,128921,Retail,04/02/2017
CUST0156,David Sanchez,Female,51,East,Retired,63134,Corporate,04/01/2025
CUST0157,Christopher Thomas,Female,65,East,Retired,50191,Corporate,10/19/2025
CUST0158,Michael Jones,Male,73,West,Retired,166096,Corporate,01/05/2016
CUST0159,Olivia Gonzalez,Male,34,North,Doctor,116622,Private,05/26/2023
CUST0160,Grace Rodriguez,Female,70,East,Teacher,196904,Retail,04/15/2020
CUST0161,John Martin,Female,57,South,Student,36571,Private,03/28/2024
CUST0162,Matthew Robinson,Female,59,West,Teacher,56641,Retail,08/11/2025
CUST0163,Jane Martinez,Female,25,North,Trader,160914,Retail,05/11/2019
CUST0164,Matthew Lopez,Female,55,South,Doctor,191683,Retail,05/07/2024
CUST0165,Jessica Martin,Female,35,North,Student,117132,Retail,12/22/2019
CUST0166,Matthew Davis,Female,24,East,Banker,189037,Corporate,09/06/2015
CUST0167,Daniel Rodriguez,Male,25,West,Teacher,193740,Retail,03/13/2022
CUST0168,Samuel Martin,Male,21,East,Trader,53010,Private,04/20/2017
CUST0169,Michael Clark,Male,55,South,Retired,81079,Corporate,09/07/2023
CUST0170,David Sanchez,Male,35,South,Trader,161614,Corporate,12/15/2023
CUST0171,Mary Brown,Male,26,North,Engineer,82372,Private,08/19/2018
CUST0172,John Garcia,Female,21,South,Student,130352,Private,04/10/2016
CUST0173,Sophia Williams,Female,46,East,Banker,175625,Retail,01/26/2020
CUST0174,Andrew Davis,Male,64,East,Doctor,188647,Retail,09/07/2015
CUST0175,Jessica Ramirez,Female,45,North,Doctor,136277,Retail,01/31/2025
CUST0176,Michael Hernandez,Male,22,South,Engineer,183661,Private,07/25/2021
CUST0177,Ashley Thompson,Female,42,East,Doctor,152527,Private,10/29/2019
CUST0178,Sarah Sanchez,Male,72,South,Doctor,138372,Retail,08/22/2019
CUST0179,William Clark,Female,43,West,Student,44926,Corporate,10/15/2019
CUST0180,William Perez,Female,41,South,Student,144326,Retail,01/09/2016
CUST0181,Christopher Williams,Male,45,North,Student,117687,Retail,03/28/2021
CUST0182,Jane Jackson,Female,60,North,Doctor,112693,Private,07/21/2025
CUST0183,Thomas Wilson,Male,36,East,Engineer,47158,Private,09/09/2020
CUST0184,James Jones,Female,32,North,Engineer,165821,Corporate,04/15/2016
CUST0185,Thomas Rodriguez,Male,69,West,Retired,167053,Private,11/18/2021
CUST0186,Grace Lee,Male,56,East,Teacher,67294,Corporate,11/18/2022
CUST0187,Thomas Martinez,Female,40,North,Trader,57552,Private,05/16/2022
CUST0188,Daniel Williams,Male,65,North,Teacher,159062,Retail,03/21/2019
CUST0189,Emily Anderson,Female,28,East,Engineer,105035,Private,09/08/2021
CUST0190,Michael Lewis,Male,27,South,Retired,181962,Retail,07/23/2022
CUST0191,Michael Rodriguez,Female,60,West,Doctor,179141,Corporate,08/24/2019
CUST0192,Robert Miller,Male,40,West,Teacher,94251,Private,08/11/2022
CUST0193,Joseph Thomas,Female,20,South,Doctor,177109,Retail,02/01/2015
CUST0194,James Martinez,Male,67,South,Retired,86982,Corporate,09/05/2018
CUST0195,Sarah Smith,Female,65,West,Trader,53865,Corporate,12/21/2020
CUST0196,Charles Davis,Female,22,West,Retired,31089,Corporate,03/18/2015
CUST0197,Matthew Robinson,Male,73,East,Banker,132534,Private,07/15/2019
CUST0198,Charles Lee,Female,36,North,Doctor,25467,Corporate,12/04/2016
CUST0199,Olivia Martin,Female,71,East,Teacher,134481,Retail,09/23/2017
CUST0200,Emily Jackson,Female,51,North,Doctor,101336,Private,10/22/2018
CUST0201,Linda Hernandez,Male,22,North,Banker,153680,Retail,02/27/2025
CUST0202,Thomas Lopez,Female,64,South,Trader,46949,Retail,11/14/2017
CUST0203,James Garcia,Male,66,North,Trader,184613,Corporate,03/15/2020
CUST0204,Thomas Jackson,Female,61,East,Retired,184421,Corporate,09/10/2016
CUST0205,Matthew Williams,Female,46,East,Retired,92004,Private,08/19/2015
CUST0206,Elizabeth Taylor,Male,37,West,Doctor,29858,Retail,02/19/2019
CUST0207,Christopher Martinez,Male,59,North,Banker,175734,Private,04/24/2019
CUST0208,Matthew Jackson,Male,46,South,Engineer,178598,Corporate,08/15/2020
CUST0209,David Johnson,Female,24,East,Student,42106,Private,03/31/2022
CUST0210,Mary Johnson,Male,63,West,Doctor,157381,Private,11/02/2021
CUST0211,Mary Lopez,Female,36,West,Doctor,108700,Private,09/14/2021
CUST0212,Jane Sanchez,Female,22,East,Teacher,166266,Private,05/03/2019
CUST0213,Jennifer Rodriguez,Male,39,North,Banker,193961,Retail,04/12/2025
CUST0214,Elizabeth Martinez,Female,26,North,Engineer,166518,Corporate,03/20/2022
CUST0215,Olivia Hernandez,Male,60,North,Student,195756,Corporate,09/13/2020
CUST0216,Elizabeth Smith,Female,37,South,Trader,109583,Corporate,02/25/2017
CUST0217,Linda Jones,Male,22,East,Retired,46513,Private,08/24/2023
CUST0218,Ashley Clark,Male,60,East,Retired,182013,Retail,09/12/2021
CUST0219,Daniel Jones,Male,29,South,Student,134733,Retail,08/10/2019
CUST0220,Elizabeth Perez,Male,46,East,Retired,137683,Retail,12/27/2020
CUST0221,Linda Martinez,Female,75,South,Engineer,197814,Private,12/10/2019
CUST0222,Matthew Harris,Female,67,West,Banker,158270,Corporate,11/01/2025
CUST0223,Mary Clark,Male,69,South,Retired,85536,Retail,03/11/2022
CUST0224,Jessica Ramirez,Female,53,North,Student,155242,Retail,03/13/2018
CUST0225,Michael Harris,Male,35,West,Banker,58626,Corporate,01/11/2016
CUST0226,Ava Davis,Female,74,East,Teacher,128762,Retail,06/12/2019
CUST0227,Andrew Lopez,Male,42,North,Engineer,78861,Retail,07/29/2018
CUST0228,Ava Brown,Female,68,South,Trader,30040,Corporate,04/15/2025
CUST0229,Christopher Thomas,Male,66,West,Doctor,181309,Retail,02/27/2025
CUST0230,Michael Smith,Female,31,South,Banker,179614,Private,09/30/2019
CUST0231,Sarah Harris,Female,33,East,Teacher,32517,Retail,09/16/2019
CUST0232,Samuel Sanchez,Female,22,North,Retired,151027,Private,01/04/2021
CUST0233,John Lee,Male,63,South,Engineer,132522,Retail,11/23/2021
CUST0234,Elizabeth Davis,Female,29,North,Banker,114530,Retail,09/10/2025
CUST0235,Andrew Moore,Male,42,West,Teacher,186637,Corporate,03/10/2019
CUST0236,Robert White,Male,40,North,Engineer,83209,Private,05/15/2022
CUST0237,Samuel Brown,Female,26,North,Engineer,163134,Corporate,02/15/2024
CUST0238,Samuel Garcia,Female,62,West,Student,67783,Retail,09/16/2015
CUST0239,Charles Harris,Female,20,East,Trader,31483,Retail,12/07/2024
CUST0240,Jane Hernandez,Female,50,West,Retired,162352,Corporate,11/03/2017
CUST0241,Jane Harris,Male,36,East,Retired,32531,Private,09/21/2018
CUST0242,Robert Brown,Female,45,West,Student,135274,Corporate,10/20/2018
CUST0243,Mary Thomas,Female,41,East,Retired,41656,Private,10/05/2019
CUST0244,Michael Wilson,Male,52,East,Engineer,46895,Retail,09/05/2018
CUST0245,Grace Martinez,Female,46,West,Trader,136367,Corporate,01/06/2020
CUST0246,Jane White,Female,57,West,Engineer,187633,Retail,11/04/2015
CUST0247,Grace Lee,Female,41,South,Teacher,57428,Private,08/09/2022
CUST0248,Olivia Anderson,Male,26,North,Trader,189125,Corporate,01/23/2019
CUST0249,Daniel Jackson,Male,56,South,Student,137944,Corporate,03/04/2019
CUST0250,Matthew Harris,Male,54,South,Banker,116193,Corporate,07/11/2018
CUST0251,Samuel Rodriguez,Male,25,North,Student,68771,Corporate,10/21/2020
CUST0252,Daniel Robinson,Male,34,East,Student,136987,Retail,11/11/2021
CUST0253,Jennifer Thompson,Female,30,North,Trader,39412,Corporate,12/08/2016
CUST0254,Daniel Thompson,Female,23,East,Student,111075,Private,09/23/2015
CUST0255,Ashley Moore,Female,75,East,Retired,61289,Private,12/16/2022
CUST0256,Ava Thompson,Male,68,East,Banker,78783,Retail,04/03/2017
CUST0257,Olivia Jones,Male,68,West,Teacher,114606,Private,06/02/2021
CUST0258,Elizabeth Anderson,Male,57,North,Teacher,101078,Corporate,01/15/2023
CUST0259,Sophia Thomas,Female,67,West,Retired,170706,Retail,05/28/2016
CUST0260,William Lee,Male,46,West,Student,155622,Corporate,06/09/2016
CUST0261,Daniel Clark,Male,67,South,Doctor,151822,Retail,04/28/2024
CUST0262,Sarah Taylor,Male,37,South,Trader,104583,Private,07/12/2017
CUST0263,Elizabeth Taylor,Female,72,North,Engineer,71459,Private,09/22/2025
CUST0264,Ashley Rodriguez,Male,58,East,Banker,159848,Retail,08/20/2020
CUST0265,Samuel Garcia,Male,28,East,Retired,167749,Retail,04/03/2024
CUST0266,Chloe Smith,Male,20,East,Student,75262,Private,09/03/2019
CUST0267,Amanda Lee,Male,49,East,Student,99192,Corporate,09/30/2017
CUST0268,Olivia Sanchez,Female,37,West,Teacher,35705,Retail,12/06/2019
CUST0269,Emily Thomas,Female,31,East,Banker,57661,Corporate,08/29/2024
CUST0270,Charles Hernandez,Female,43,South,Retired,117134,Private,04/19/2021
CUST0271,Sarah Hernandez,Male,47,North,Engineer,137858,Retail,07/31/2016
CUST0272,Sarah Johnson,Female,42,West,Trader,61864,Corporate,06/21/2025
CUST0273,Joseph White,Female,30,South,Doctor,154932,Corporate,08/04/2020
CUST0274,Daniel Martinez,Female,19,North,Doctor,152499,Corporate,11/03/2025
CUST0275,Linda Miller,Female,21,North,Engineer,149733,Private,11/23/2024
CUST0276,Christopher Lee,Female,36,North,Retired,48179,Corporate,07/02/2016
CUST0277,Daniel Rodriguez,Female,66,West,Engineer,31860,Corporate,07/29/2015
CUST0278,Joseph Moore,Male,41,East,Teacher,121279,Private,01/19/2020
CUST0279,Thomas Moore,Female,70,North,Trader,45344,Corporate,03/09/2019
CUST0280,Olivia Hernandez,Female,66,South,Trader,177932,Private,07/03/2019
CUST0281,Andrew Johnson,Male,20,South,Student,107304,Corporate,10/28/2020
CUST0282,Matthew Jones,Male,38,East,Trader,123010,Private,04/17/2023
CUST0283,Christopher Martinez,Female,50,West,Student,167567,Corporate,04/29/2020
CUST0284,Christopher Smith,Female,39,North,Doctor,173014,Corporate,12/08/2023
CUST0285,Daniel White,Male,56,West,Engineer,191859,Private,06/23/2021
CUST0286,Linda White,Male,55,West,Trader,157424,Private,02/01/2023
CUST0287,Amanda Harris,Female,27,South,Teacher,170095,Private,03/26/2016
CUST0288,James Smith,Female,38,West,Trader,128255,Private,04/15/2017
CUST0289,Emily Taylor,Female,73,North,Student,56197,Private,04/29/2017
CUST0290,Ashley Hernandez,Female,51,West,Engineer,65398,Corporate,03/25/2025
CUST0291,Ashley Hernandez,Female,61,East,Banker,146924,Retail,09/26/2025
CUST0292,Linda Rodriguez,Female,32,East,Retired,95760,Private,04/29/2017
CUST0293,Charles Thompson,Female,38,West,Engineer,166928,Private,01/25/2018
CUST0294,Jennifer Brown,Female,75,West,Retired,110474,Retail,04/04/2018
CUST0295,Jane Martinez,Male,40,West,Student,87225,Private,05/16/2020
CUST0296,James Miller,Female,53,East,Trader,48633,Private,04/23/2023
CUST0297,Joseph Davis,Male,21,South,Student,81036,Retail,02/15/2016
CUST0298,Emily Hernandez,Female,24,South,Teacher,164271,Retail,07/25/2019
CUST0299,Samuel Robinson,Female,48,South,Retired,95299,Corporate,03/15/2018
CUST0300,Samuel Johnson,Male,59,South,Banker,29777,Retail,09/08/2019
CUST0301,Daniel Clark,Male,20,West,Retired,149861,Retail,07/03/2025
CUST0302,Sophia Ramirez,Female,74,North,Teacher,98221,Private,10/04/2021
CUST0303,Sarah Robinson,Female,36,West,Student,162422,Private,07/16/2020
CUST0304,Daniel Jones,Female,35,South,Retired,49529,Corporate,10/27/2016
CUST0305,Sophia Anderson,Female,63,South,Teacher,108371,Corporate,05/14/2021
CUST0306,Grace Harris,Male,29,West,Retired,132119,Private,09/05/2018
CUST0307,Michael Gonzalez,Male,29,South,Doctor,104830,Retail,01/28/2015
CUST0308,Robert Gonzalez,Male,46,East,Engineer,99153,Private,02/08/2023
CUST0309,Joseph Smith,Female,59,East,Student,81945,Retail,06/28/2022
CUST0310,Sarah Anderson,Female,28,West,Student,151732,Private,08/20/2023
CUST0311,Jennifer Thompson,Male,58,East,Engineer,181120,Retail,06/16/2017
CUST0312,David Thomas,Male,47,East,Doctor,163978,Corporate,06/30/2023
CUST0313,Ashley Sanchez,Male,66,South,Student,176189,Retail,11/22/2020
CUST0314,Matthew Taylor,Female,22,North,Teacher,163562,Private,04/08/2017
CUST0315,Joseph Moore,Male,28,East,Retired,156404,Corporate,04/21/2016
CUST0316,Grace Miller,Female,23,West,Retired,34584,Corporate,06/24/2016
CUST0317,Andrew Wilson,Female,54,North,Banker,141209,Private,01/19/2024
CUST0318,Jennifer White,Male,43,East,Retired,20790,Private,06/11/2017
CUST0319,Joseph Williams,Male,45,East,Student,36714,Private,09/04/2015
CUST0320,Ava Lewis,Male,48,North,Engineer,127182,Retail,08/16/2023
CUST0321,David Harris,Female,41,West,Doctor,118958,Corporate,11/25/2015
CUST0322,Grace Perez,Male,59,East,Teacher,66785,Private,05/29/2019
CUST0323,Andrew Jones,Male,71,North,Retired,25959,Corporate,03/11/2020
CUST0324,Grace White,Female,52,West,Retired,80205,Retail,03/01/2020
CUST0325,Elizabeth Jones,Female,30,North,Teacher,193066,Corporate,11/23/2021
CUST0326,Thomas Robinson,Male,33,South,Teacher,46449,Private,05/18/2015
CUST0327,Matthew Martin,Male,33,North,Doctor,135071,Retail,01/19/2021
CUST0328,James Harris,Male,26,East,Trader,171023,Corporate,06/23/2021
CUST0329,Amanda Harris,Female,33,East,Trader,193070,Private,06/24/2017
CUST0330,Emily Martinez,Female,21,South,Student,197930,Corporate,03/26/2021
CUST0331,Jessica Johnson,Female,59,West,Retired,157484,Corporate,10/23/2022
CUST0332,Emily Wilson,Male,37,West,Trader,161014,Corporate,09/14/2017
CUST0333,Chloe Davis,Female,72,South,Retired,141379,Retail,04/22/2021
CUST0334,Emily Wilson,Male,42,South,Engineer,73303,Corporate,04/02/2022
CUST0335,Michael Robinson,Female,72,East,Teacher,160413,Private,04/20/2024
CUST0336,James Johnson,Female,42,North,Retired,39079,Retail,01/09/2024
CUST0337,Thomas Jackson,Male,48,South,Retired,107284,Corporate,09/24/2025
CUST0338,Ava Smith,Male,30,North,Student,145546,Retail,10/20/2022
CUST0339,Amanda Thompson,Male,43,South,Banker,104309,Corporate,04/09/2019
CUST0340,Matthew Moore,Female,37,East,Engineer,154431,Corporate,03/23/2020
CUST0341,Sarah Sanchez,Female,66,East,Trader,117178,Corporate,08/23/2019
CUST0342,Jane Jackson,Male,65,South,Teacher,88360,Private,06/25/2025
CUST0343,Joseph Jackson,Female,36,South,Trader,106472,Retail,04/05/2019
CUST0344,Joseph Clark,Male,49,East,Engineer,148089,Private,03/13/2022
CUST0345,Sophia Thomas,Female,28,East,Trader,56689,Private,02/16/2021
CUST0346,Jessica Garcia,Male,51,North,Retired,39485,Private,07/18/2015
CUST0347,Thomas Smith,Female,26,South,Teacher,59591,Retail,06/14/2017
CUST0348,Andrew Anderson,Female,21,West,Student,147888,Retail,01/28/2015
CUST0349,Ashley Moore,Female,18,North,Banker,92021,Private,12/17/2025
CUST0350,Jennifer Smith,Female,69,South,Teacher,45248,Private,09/01/2016
CUST0351,Linda Miller,Female,70,East,Engineer,124044,Retail,03/09/2019
CUST0352,Daniel Anderson,Male,62,South,Engineer,199317,Retail,05/01/2022
CUST0353,Chloe Lee,Male,23,West,Doctor,118872,Private,05/03/2020
